condition,response,row_number,trial_name,index_observation,index_utterance,id
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,44
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,44
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,44
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,23,44
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",main_trials,4,14,44
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,20,44
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,15,44
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,44
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,13,44
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,18,44
1,"['none', 'all', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,7,44
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,44
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,20,44
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,44
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,44
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,50
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,50
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",main_trials,5,22,50
0,"['some', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,15,50
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,50
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,15,50
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,50
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,50
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,50
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,50
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",main_trials,13,6,50
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,50
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,50
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",main_trials,8,27,50
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,50
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,50
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",main_trials,0,12,50
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,50
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,50
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,21
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,20,21
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,10,21
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,21
1,"['some', 'some', 'right']","[12, 12, 0, 0, 0]",main_trials,1,10,21
0,"['some', 'most', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,13,21
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,21
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",main_trials,13,6,21
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,21
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",main_trials,11,20,21
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,13,21
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,21
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,21
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,20,21
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,21
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,21
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,21
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,13,21
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,21
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,15,21
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,23,46
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,46
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,46
1,"['none', 'all', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,7,46
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,46
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,46
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,21,46
0,"['none', 'all', 'right']","[9, 9, 9, 0, 0]",main_trials,18,6,46
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,46
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,21,46
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,18,46
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,46
0,"['none', 'all', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,7,46
1,"['most', 'some', 'right']","[9, 9, 3, 0, 0]",main_trials,19,18,46
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,46
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",main_trials,8,6,46
0,"['none', 'all', 'wrong']","[12, 12, 12, 12, 12]",main_trials,2,7,46
1,"['none', 'all', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,7,46
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",main_trials,5,28,46
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,26,46
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,31
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,31
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,31
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,31
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,31
1,"['most', 'some', 'right']","[9, 9, 3, 0, 0]",main_trials,19,18,31
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,31
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,31
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",main_trials,0,26,31
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,31
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,23,31
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,31
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,31
0,"['all', 'none', 'wrong']","[12, 12, 12, 12, 12]",main_trials,2,25,31
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,31
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,31
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",main_trials,13,24,31
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,31
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,29,31
0,"['most', 'some', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,19,31
0,"['none', 'all', 'wrong']","[12, 12, 12, 12, 12]",main_trials,2,7,39
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,39
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,39
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,39
1,"['most', 'some', 'right']","[9, 9, 3, 0, 0]",main_trials,19,18,39
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,39
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,39
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,39
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,15,39
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,11,39
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",main_trials,0,26,39
0,"['most', 'some', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,19,39
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,21,39
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,39
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,39
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,39
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,21,39
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,39
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,39
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",main_trials,0,26,10
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,11,10
1,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",main_trials,7,26,10
0,"['some', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,15,10
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,10
0,"['some', 'all', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,15,10
1,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,10
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,27,10
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",main_trials,2,10,10
1,"['all', 'some', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,27,10
1,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,23,10
0,"['most', 'some', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,19,10
1,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",main_trials,8,27,10
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,21,10
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,10
1,"['most', 'some', 'right']","[12, 12, 3, 0, 0]",main_trials,10,18,10
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,10
0,"['all', 'some', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,27,10
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,21,54
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",main_trials,5,28,54
0,"['some', 'some', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,11,54
1,"['most', 'some', 'right']","[12, 12, 9, 3, 3]",main_trials,15,18,54
0,"['some', 'some', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,11,54
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,54
0,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,54
1,"['most', 'some', 'right']","[12, 12, 3, 0, 0]",main_trials,10,18,54
1,"['most', 'some', 'right']","[12, 12, 3, 3, 3]",main_trials,12,18,54
0,"['most', 'most', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,21,54
1,"['some', 'most', 'right']","[12, 12, 0, 0, 0]",main_trials,1,12,54
0,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",main_trials,11,20,54
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,10,54
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,54
1,"['most', 'some', 'right']","[9, 9, 3, 0, 0]",main_trials,19,18,54
1,"['some', 'some', 'right']","[9, 9, 0, 0, 0]",main_trials,3,10,54
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,20,54
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,18,38
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,38
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,38
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,38
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,38
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,38
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,21,38
0,"['all', 'some', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,27,38
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,38
1,"['none', 'all', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,7,38
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,38
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,38
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,38
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,38
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,38
1,"['none', 'all', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,7,38
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,38
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",main_trials,8,6,38
1,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",main_trials,7,26,38
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,21,38
1,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",main_trials,5,20,48
1,"['some', 'most', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,13,48
1,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",main_trials,19,10,48
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,20,48
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,48
0,"['some', 'some', 'right']","[9, 9, 3, 3, 3]",main_trials,0,10,48
0,"['some', 'some', 'right']","[12, 12, 0, 0, 0]",main_trials,1,10,48
0,"['some', 'some', 'right']","[12, 12, 9, 0, 0]",main_trials,4,10,48
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,48
0,"['most', 'some', 'right']","[12, 12, 9, 3, 3]",main_trials,15,18,48
0,"['most', 'some', 'right']","[9, 9, 9, 9, 9]",main_trials,8,18,48
0,"['most', 'most', 'right']","[12, 12, 12, 12, 12]",main_trials,2,20,48
0,"['some', 'some', 'right']","[9, 9, 0, 0, 0]",main_trials,3,10,48
1,"['most', 'some', 'right']","[9, 9, 9, 0, 0]",main_trials,18,18,48
0,"['some', 'some', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,11,48
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,48
0,"['some', 'some', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,11,48
0,"['some', 'some', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,11,45
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,45
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,45
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,45
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,12,45
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,45
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,45
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",main_trials,15,14,45
0,"['some', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,13,45
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,45
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,45
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,13,45
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,45
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,45
0,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",main_trials,13,24,45
0,"['some', 'none', 'right']","[9, 9, 0, 0, 0]",main_trials,3,8,45
1,"['some', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,10,45
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,45
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,45
0,"['all', 'some', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,27,8
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,8
1,"['none', 'all', 'wrong']","[12, 12, 12, 12, 12]",main_trials,2,7,8
0,"['all', 'some', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,27,8
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",main_trials,13,6,8
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,18,8
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,15,8
0,"['some', 'most', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,13,8
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,8
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,8
0,"['some', 'none', 'right']","[12, 12, 9, 0, 0]",main_trials,4,8,8
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,26,8
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,29,8
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,8
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,8
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,8
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,8
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,8
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,20,8
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",main_trials,8,6,8
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,21,27
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,27
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,27
0,"['some', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,15,27
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,27
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,27
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,11,27
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,27
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,27
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,27
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,15,27
0,"['some', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,15,27
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,15,27
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,27
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,27
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,27
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",main_trials,5,22,27
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,27
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,27
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,27
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,17
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,26,17
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",main_trials,8,27,17
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",main_trials,0,26,17
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,17
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,17
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,17
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",main_trials,5,28,17
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,17
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,17
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,18,17
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,15,17
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,17
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,17
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,21,17
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,17
0,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,17
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,17
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,21,17
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,17
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,1
