condition,response,row_number,trial_name,index_observation,index_utterance,id
0,"['all', 'some', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,27,28
1,"['all', 'some', 'right']","[12, 12, 3, 3, 3]",main_trials,12,26,28
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,27,28
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,28
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",main_trials,5,28,28
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",main_trials,8,6,28
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,28
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",main_trials,0,26,28
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,28
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,28
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,26,28
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,28
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,28
0,"['all', 'some', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,27,28
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,28
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,28
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,28
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,26
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,26
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,26
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,26
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,13,26
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,26
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,26
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,26
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,21,26
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,26
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,26
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,26
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,26
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",main_trials,2,10,26
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,26
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,26
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,26
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,26
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,41
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,41
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,41
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,21,41
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,21,41
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,41
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,20,41
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,41
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,20,41
0,"['some', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,14,41
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,41
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,21,41
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,41
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,41
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,11,41
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,41
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,15,41
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,41
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,41
0,"['all', 'some', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,27,32
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,32
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,32
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,32
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,32
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,32
1,"['some', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,12,32
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",main_trials,5,28,32
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,21,32
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,29,32
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,32
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,32
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,32
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,32
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,32
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,15,32
1,"['some', 'some', 'right']","[9, 9, 9, 3, 3]",main_trials,7,10,32
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,32
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,49
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,29,49
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,49
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,49
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,21,49
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,49
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",main_trials,0,12,49
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,49
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,49
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,49
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,49
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,49
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,49
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,49
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,49
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,49
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,20,49
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,13,49
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,49
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,49
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,2
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,2
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,2
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,2
1,"['some', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,15,2
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,2
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",main_trials,5,22,2
0,"['most', 'some', 'wrong']","[9, 9, 9, 9, 9]",main_trials,8,19,2
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,2
0,"['most', 'most', 'right']","[12, 12, 12, 12, 12]",main_trials,2,20,2
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,2
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",main_trials,0,12,2
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,2
1,"['some', 'all', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,15,2
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,13,2
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,2
0,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,12,2
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,2
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,2
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,15
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,15
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,15
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,15
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,15
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,15
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,15
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,15
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,28,15
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,15
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,15
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,15
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,23,15
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,15
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,15
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,29,15
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,15
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,15
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",main_trials,8,6,15
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,34
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,34
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,34
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,34
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,34
1,"['some', 'all', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,15,34
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,15,34
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,15,34
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,34
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,34
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,26,34
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,13,34
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,34
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,13,34
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",main_trials,5,28,34
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,34
0,"['some', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,13,34
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,34
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,20,34
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,34
0,"['most', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,22,3
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,3
0,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,28,3
0,"['all', 'some', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,27,3
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,18,3
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,3
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",main_trials,0,26,3
1,"['some', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,12,3
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,3
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,3
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,3
0,"['some', 'none', 'right']","[9, 9, 9, 0, 0]",main_trials,18,8,3
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,27,3
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,3
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,3
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",main_trials,14,26,3
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,23,3
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,3
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,3
0,"['most', 'none', 'right']","[12, 12, 0, 0, 0]",main_trials,1,16,55
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",main_trials,7,6,55
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,55
1,"['none', 'all', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,7,55
0,"['none', 'all', 'right']","[3, 3, 3, 0, 0]",main_trials,9,6,55
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,55
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,55
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,55
1,"['all', 'some', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,27,55
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,55
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,21,55
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,20,55
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,55
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,21,55
0,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",main_trials,5,22,55
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,28,55
0,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,55
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,52
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",main_trials,4,15,52
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",main_trials,2,30,52
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,52
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,52
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,52
0,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,52
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,52
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,52
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,52
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,52
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,52
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,52
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",main_trials,11,22,52
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",main_trials,10,15,52
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,52
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",main_trials,8,27,52
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,52
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,52
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,52
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,9
1,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",main_trials,9,21,9
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",main_trials,2,10,9
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,9
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,9
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,9
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,9
0,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,9
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,9
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",main_trials,1,23,9
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,9
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,9
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,9
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,13,9
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,9
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,9
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,23,9
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",main_trials,16,28,9
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,20,9
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,9
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",main_trials,6,15,12
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",main_trials,12,14,12
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,12
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,12
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,12
0,"['all', 'some', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,27,12
0,"['none', 'some', 'wrong']","[12, 12, 12, 12, 12]",main_trials,2,3,12
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",main_trials,17,10,12
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",main_trials,13,31,12
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,13,12
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,21,12
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,12
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",main_trials,19,27,12
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",main_trials,18,15,12
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,19,12
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",main_trials,3,12,12
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",main_trials,7,20,12
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",main_trials,15,20,12
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,20,12
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",main_trials,5,11,12
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",main_trials,8,28,42
0,"['most', 'some', 'wrong']","[12, 12, 9, 3, 3]",main_trials,15,19,42
0,"['some', 'some', 'wrong']","[12, 12, 12, 3, 3]",main_trials,11,11,42
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",main_trials,16,11,42
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",main_trials,14,29,42
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",main_trials,10,14,42
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",main_trials,4,20,42
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",main_trials,17,23,42
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",main_trials,2,10,42
0,"['most', 'some', 'wrong']","[9, 9, 9, 3, 3]",main_trials,7,19,42
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",main_trials,18,12,42
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",main_trials,5,22,42
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",main_trials,6,22,42
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",main_trials,19,12,42
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",main_trials,12,13,42
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",main_trials,1,14,42
0,"['some', 'most', 'wrong']","[9, 9, 0, 0, 0]",main_trials,3,13,42
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",main_trials,9,10,42
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",main_trials,0,21,42
1,"['some', 'none', 'right']","[0, 0, 0, 0, 0]",main_trials,13,8,42
